Plant,Event Date,Description,Result,ASP Report
D.C. Cook 2,1/28/1982,ESW train and opposite HPI train found inoperable,2.00E-06,https://www.nrc.gov/docs/ML2014/ML20147A520.pdf
Crystal River,1/23/1982,Two EDGs inoperable,3.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A515.pdf
Ginna,1/25/1982,SGTR with a failure of a pressurizer PORV to reclose,4.00E-04,https://www.nrc.gov/docs/ML2014/ML20149K342.pdf
Brunswick 2,1/16/1982,Reactor trip with the RHRSW system inoperable,2.00E-04,https://www.nrc.gov/docs/ML2014/ML20147A471.pdf
Palisades,1/6/1982,AFW pump found inoperable during reactor shutdown,5.00E-06,https://www.nrc.gov/docs/ML2014/ML20149K495.pdf
St. Lucie 1,12/19/1981,MSIV closure leads to reactor trip and subsequent failure of a pressurizer SRV to close,8.00E-05,https://www.nrc.gov/docs/ML2015/ML20156A245.pdf
Zion 2,12/11/1981,Reactor trip with failure of both MDAFW pumps and the TDAFW pump in maintenance,7.00E-05,https://www.nrc.gov/docs/ML2016/ML20161A179.pdf
Dresden 3,10/23/1981,Failure of both EDGs due to degraded cooling water,2.00E-06,https://www.nrc.gov/docs/ML2014/ML20147A542.pdf
Turkey Point 4,10/21/1981,SI flow path to RCS found obstructed by boric acid,9.00E-05,https://www.nrc.gov/docs/ML2016/ML20161A167.pdf
North Anna 2,10/3/1981,Reactor trip with operator error leading the all TBVs opening and subsequent SI actuation,8.00E-06,https://www.nrc.gov/docs/ML2014/ML20149K479.pdf
San Onofre 1,9/3/1981,Power supply to feedwater and SG instrumentation and controllers fail causing reactor trip with subsequent valve failures rendering SI system inoperable,1.00E-04,https://www.nrc.gov/docs/ML2015/ML20156A216.pdf
Rancho Seco,8/7/1981,Low switchyard voltage causes LOOP while plant is shutdown,7.00E-06,https://www.nrc.gov/docs/ML2015/ML20156A194.pdf
Davis-Besse,6/24/1981,Loss of vital bus with failure of an AFW pump and main steam safety valve to reseat,2.00E-03,https://www.nrc.gov/docs/ML2014/ML20147A526.pdf
Rancho Seco,6/19/1981,Low switchyard voltage causes LOOP while plant is shutdown,5.00E-06,https://www.nrc.gov/docs/ML2015/ML20156A150.pdf
Crystal River,6/16/1981,LOOP due to lightning strike with one EDG failing to start,4.00E-04,https://www.nrc.gov/docs/ML2014/ML20147A514.pdf
Beaver Valley 1,6/6/1981,Normally locked-open cooling water valves to SI pumps found closed,2.00E-06,https://www.nrc.gov/docs/ML2014/ML20147A342.pdf
Monticello,4/27/1981,LOOP and failure of a safety-related bus while plant was refueling,2.00E-05,https://www.nrc.gov/docs/ML2014/ML20149K471.pdf
Brunswick 1,4/19/1981,Loss of shutdown cooling due oyster shell buildup in the RHR heat exchanger,7.00E-03,https://www.nrc.gov/docs/ML2014/ML20147A359.pdf
Brunswick 2,4/10/1981,HPCI and RCIC found inoperable during testing,6.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A470.pdf
Haddam Neck,4/3/1981,Pressurizer PORV and it associated block valve spuriously open,3.00E-05,https://www.nrc.gov/docs/ML2014/ML20149K348.pdf
Sequoyah 1,2/11/1981,Operator error leads to RCS blowdown through CSS while plant in cold shutdown,9.00E-04,https://www.nrc.gov/docs/ML2015/ML20156A220.pdf
La Crosse,2/1/1981,LOOP,1.00E-05,https://www.nrc.gov/docs/ML2014/ML20149K390.pdf
Robinson,1/29/1981,Reactor trip due to SI signal and subsequent LOCA from RCS letdown line,9.00E-06,https://www.nrc.gov/docs/ML2015/ML20156A201.pdf
Millstone 2,1/2/1981,Loss of DC power results in partial LOOP with EDG failure due to operator error,5.00E-03,https://www.nrc.gov/docs/ML2014/ML20149K469.pdf
San Onofre 1,11/22/1980,LOOP and degraded load shed ability,6.00E-05,https://www.nrc.gov/docs/ML2015/ML20156A215.pdf
Quad Cities 2,11/16/1980,RCIC and HPCI declared inoperable during testing,3.00E-05,https://www.nrc.gov/docs/ML2015/ML20156A146.pdf
Pilgrim,10/31/1980,Failed nitrogen regulator leads to stuck-open SRV and subsequent reactor trip,1.00E-04,https://www.nrc.gov/docs/ML2015/ML20156A131.pdf
Pilgrim,10/7/1980,Reactor trip with subsequent stuck open SRV,1.00E-04,https://www.nrc.gov/docs/ML2015/ML20156A130.pdf
Pilgrim,10/1/1980,Solenoid valve failure leads to stuck open SRV,1.00E-04,https://www.nrc.gov/docs/ML2015/ML20156A129.pdf
Dresden 3,7/19/1980,Scram discharge volumes fail to drain during testing,3.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A541.pdf
Prairie Island 2,7/15/1980,LOOP due to electrical storm,5.00E-05,https://www.nrc.gov/docs/ML2015/ML20156A142.pdf
Browns Ferry 3,6/28/1980,Failure of control rods to fully insert during manual trip,9.00E-04,https://www.nrc.gov/docs/ML2014/ML20147A355.pdf
Hatch 1,6/26/1980,Reactor trip with subsequent failures of HPCI and RCIC,3.00E-04,https://www.nrc.gov/docs/ML2014/ML20149K349.pdf
ANO 1,6/24/1980,LOOP,5.00E-06,https://www.nrc.gov/docs/ML2014/ML20147A332.pdf
ANO 2,6/24/1980,LOOP,2.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A337.pdf
St. Lucie 1,6/11/1980,Loss of CCW to RCPs result in reactor trip and subsequent top vessel head bubble,1.00E-03,https://www.nrc.gov/docs/ML2015/ML20156A244.pdf
Indian Point 2,6/3/1980,LOOP due to lightning strike,1.00E-05,https://www.nrc.gov/docs/ML2014/ML20149K381.pdf
Calvert Cliffs 1,5/20/1980,Air line leak leads to loss of SW and subsequent reactor trip with AFW rendered unavailable due to operator error,7.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A482.pdf
ANO 1,5/10/1980,RCP seal failure (LOCA) leads to reactor trip,5.00E-04,https://www.nrc.gov/docs/ML2014/ML20147A330.pdf
Dresden 3,4/25/1980,Multiple EMRVs fails during reactor start-up,1.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A539.pdf
Davis-Besse,4/19/1980,Loss of two essential buses leads to loss of decay heat removal,1.00E-03,https://www.nrc.gov/docs/ML2014/ML20147A525.pdf
ANO 1,4/7/1980,LOOP due to tornado activity with failed HPI valve,5.00E-06,https://www.nrc.gov/docs/ML2014/ML20147A329.pdf
ANO 2,4/7/1980,LOOP due to tornado activity with degraded AFW flow,6.00E-04,https://www.nrc.gov/docs/ML2014/ML20147A338.pdf
San Onofre 1,3/10/1980,Loss of saltwater service cooling water system,2.00E-05,https://www.nrc.gov/docs/ML2015/ML20156A214.pdf
Crystal River,2/26/1980,Loss 24V DC NNI causes reactor trip and stuck-open PORV and subsequent SG dry-out,5.00E-03,https://www.nrc.gov/docs/ML2014/ML20147A513.pdf
Haddam Neck,2/4/1980,Spurious signal causes PORV to open,3.00E-05,https://www.nrc.gov/docs/ML2014/ML20149K347.pdf
Duane Arnold,1/11/1980,Stuck open relief valve during startup leads to reactor trip,1.00E-05,https://www.nrc.gov/docs/ML2014/ML20147A545.pdf
Salem 1,11/28/1979,One HPI pump failed and another found in degraded condition,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A730.pdf
Brunswick 2,11/20/1979,Reactor trip with failure of RCIC and HPCI unavailable due to maintenance,3.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A444.pdf
D.C. Cook 1,11/15/1979,Concurrent unavailabilities of MDAFW and TDAFW pumps,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A452.pdf
Oconee 2,10/24/1979,Low pressure recirculation SW valves found closed,5.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A581.pdf
Davis-Besse,10/15/1979,Reactor trip with subsequent LOOP,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A457.pdf
Prairie Island 1,10/2/1979,SGTR,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A716.pdf
Oconee 1,9/26/1979,Failure of gas turbine with both Keowee units unavailable due to maintenance,6.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A580.pdf
Oconee 2,9/26/1979,Failure of gas turbine with both Keowee units unavailable due to maintenance,6.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A580.pdf
St. Lucie 1,9/3/1979,LOOP with the subsequent failure of an EDG while plant is shutdown,3.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A733.pdf
Pilgrim,8/28/1979,LOOP due to lightning,6.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A710.pdf
Hatch 2,8/13/1979,Reactor trip with subsequent failure of HPCI pump to start and RCIC unavailable,1.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A555.pdf
Calvert Cliffs 1,7/31/1979,Engineered safety features actuation system failed,1.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A446.pdf
Pilgrim,7/27/1979,LOOP due to lightning,6.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A709.pdf
Haddam Neck,6/28/1979,Bistable failure causes opening of PORV and its associated isolation valve,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A551.pdf
Peach Bottom 3,6/22/1979,Lightning strike causes failure of main stack sampling system results in an unavailability of RCIC and HPCI,1.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A704.pdf
Brunswick 2,6/19/1979,Both RHRSW pumps inoperable,3.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A443.pdf
Crystal River,6/6/1979,Both EDGs trip during testing,9.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A449.pdf
Hatch 2,6/3/1979,HPCI and RCIC fails to isolate after reactor trip during test,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A557.pdf
Oyster Creek,5/2/1979,Reactor trip results in loss of feedwater with subsequent failure of isolation condenser,3.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A586.pdf
Dresden 2,5/30/1979,Failure of two EDGs,8.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A460.pdf
Trojan,4/14/1979,Two MSIVs fail to close during testing,3.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A738.pdf
Duane Arnold,3/21/1979,Both ESW trains inoperable due to clogged strainers,3.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A464.pdf
Farley 1,2/22/1979,One EDG found unavailable while the other EDG was in maintenance,1.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A468.pdf
Kewaunee,2/21/1979,Both EDGs inoperable,1.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A564.pdf
Point Beach 2,2/19/1979,Both MSIVs fail to close,4.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A715.pdf
Beaver Valley 1,1/18/1979,Stuck open TBVs lead to reactor trip and SI,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A433.pdf
Davis-Besse,1/12/1979,Loss of vital bus leads to reactor trip while AFW pump in testing,9.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A456.pdf
Fort Calhoun,12/20/1978,Operator error causes two stuck-open PORVs during cold shutdown,2.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A471.pdf
Salem 1,11/27/1978,Loss of vital bus results in reactor trip and inadvertent SI with failure of two AFW pumps,5.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A729.pdf
Rancho Seco,10/24/1978,One EDG fails to run with the other EDG unavailable due to maintenance,3.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A724.pdf
Pilgrim,8/6/1978,LOOP due to lightning,6.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A707.pdf
Beaver Valley 1,7/28/1978,LOOP and subsequent EDG failure,5.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A432.pdf
St. Lucie 1,5/14/1978,LOOP during refueling with an EDG out for maintenance,5.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A732.pdf
Three Mile Island 2,4/23/1978,Reactor trip with subsequent stuck-open relief valves,6.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A736.pdf
Calvert Cliffs 1,4/13/1978,LOOP while plant was shutdown and failure of EDG,5.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A445.pdf
Three Mile Island 2,3/29/1978,Inverter failure causes stuck-open PORV and subsequent reactor trip,9.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A737.pdf
Farley 1,3/25/1978,Reactor trip with all AFW pumps ineffective,1.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A467.pdf
Dresden 2,3/21/1978,Operator error renders the isolation condenser inoperable with HPCI unavailable due to maintenance,2.00E-06,https://www.nrc.gov/docs/ML2023/ML20233A663.pdf
Rancho Seco,3/20/1978,Failure of NNI leads to reactor trip and SG dry out,3.00E-01,https://www.nrc.gov/docs/ML2016/ML20168A722.pdf
Three Mile Island 1,3/18/1978,Two HPI pumps trip during testing,2.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A735.pdf
Pilgrim,2/6/1978,LOOP due to winter storm,6.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A706.pdf
Davis-Besse,12/11/1977,Partial trip signal leads to stuck-open PORV and subsequent reactor trip,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A453.pdf
Millstone 1,12/10/1977,EDG found inoperable concurrent with gas turbine failure,1.00E-05,https://www.nrc.gov/docs/ML2103/ML21033B063.pdf
Palisades,12/11/1977,LOOP,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A594.pdf
Davis-Besse,11/29/1977,Reactor trip with subsequent momentary LOOP with the failure of an EDG,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A454.pdf
Dresden 3,11/29/1977,Two EDGs fail during testing,8.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A462.pdf
Palisades,11/25/1977,LOOP,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A593.pdf
Robinson,11/23/1977,All SI pumps inoperable during plant heat up,4.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A727.pdf
Surry 2,10/11/1977,Mispositioned ESW valves could result in a loss of recirculation,3.00E-06,https://www.nrc.gov/docs/ML2023/ML20233A675.pdf
Davis-Besse,9/24/1977,Both AFW pumps found inoperable during testing,3.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A455.pdf
Palisades,9/24/1977,Electrical storm causes LOOP,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A591.pdf
Farley 1,9/16/1977,LOOP due to lightning strike,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A465.pdf
D.C. Cook 1,9/1/1977,LOOP due to lightning strike,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A451.pdf
Cooper,8/31/1977,Blown fuse leads to partial loss of feedwater and subsequent reactor trip with RCIC and HPCI pump failures,1.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A447.pdf
Peach Bottom 2,8/26/1977,Two EDGs fail to start during testing,8.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A595.pdf
Fort Calhoun,8/22/1977,Momentary LOOP causes reactor trip,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A470.pdf
Brunswick 2,7/15/1977,Reactor trip and subsequent stuck open SRV,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A442.pdf
Indian Point 3,7/13/1977,Electrical storms lead to reactor trip and subsequent LOOP,5.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A562.pdf
Zion 2,7/12/1977,Incorrect signals on RPS leads to loss of accurate instrumentation and trip settings during testing,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A748.pdf
Peach Bottom 3,6/13/1977,Three EDGs inoperable,4.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A596.pdf
St. Lucie 1,5/16/1977,Grid disturbance causes LOOP,4.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A731.pdf
Millstone 2,5/15/1977,Both EDG fuel valves found to be closed during inspection,1.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A576.pdf
Salem 1,5/6/1977,Failure to clear overpressure during plant heat up causes unavailability of both SI pump and one charging pump,3.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A728.pdf
Crystal River,4/16/1977,Excessive cooldown rate experienced during testing,2.00E-06,https://www.nrc.gov/docs/ML2023/ML20233A649.pdf
Duane Arnold,3/28/1977,Six main steam relief valves fail to lift properly during testing,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A463.pdf
Crystal River,3/3/1977,Inverter failure leads to loss of vital bus and subsequent reactor trip and loss of condenser heat sink,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A448.pdf
Rancho Seco,2/18/1977,Both AFW pumps unavailable,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A721.pdf
Brunswick 1,1/4/1977,Multiple EDGs trip during testing,8.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A439.pdf
Hatch 1,11/11/1976,Two divisions of SW strainers plug,5.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A554.pdf
Rancho Seco,11/11/1976,Suction valves to decay heat pumps fail to open during testing,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A720.pdf
Millstone 1,8/10/1976,Hurricane causes LOOP with subsequent failure of the gas turbine,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A572.pdf
Millstone 2,8/10/1976,Hurricane causes LOOP with subsequent failure of the gas turbine,9.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A575.pdf
Millstone 2,7/20/1976,LOOP with failure of EDG load shed signals,1.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A573.pdf
Haddam Neck,6/26/1976,LOOP during refueling,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A550.pdf
Vermont Yankee,7/6/1976,Multiple SRVs fail during testing,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A745.pdf
Millstone 1,3/15/1976,Gas turbine fails during testing with isolation condenser unavailable,1.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A571.pdf
Millstone 1,3/8/1976,Gas turbine becomes inoperable with isolation condenser unavailable,1.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A570.pdf
Hatch 1,12/20/1975,Inadvertent ADS actuation with HPCI inoperable,5.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A553.pdf
Oconee 1,12/19/1975,Borated water storage tank level indication failed due to freezing,2.00E-05,https://www.nrc.gov/docs/ML2103/ML21033B089.pdf
Kewaunee,11/5/1975,Clogged suction strainers for AFW pumps,3.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A563.pdf
Pilgrim,9/13/1975,LOOP with stuck-open relief valve,9.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A705.pdf
Quad Cities 2,8/31/1975,HPCI and RCIC failures lead to reactor shutdown,8.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A719.pdf
Quad Cities 2,8/17/1975,Low flow feedwater line break leads to LOCA and subsequent reactor trip,2.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A718.pdf
Hatch 1,7/29/1975,Two EDGs failed,4.00E-05,https://www.nrc.gov/docs/ML2103/ML21033B092.pdf
Oconee 3,6/13/1975,Stuck open PORV due to boric acid buildup leads to LOCA and subsequent reactor trip,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A582.pdf
Humboldt Bay,6/7/1975,Earthquake (0.36g) occurred while plant in refueling,3.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A559.pdf
Turkey Point 4,5/25/1975,Two EDGs fail during testing,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A743.pdf
Robinson,5/1/1975,RCP seal failure leads to LOCA and subsequent reactor trip,3.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A726.pdf
Brunswick 2,4/29/1975,Multiple valve failures including stuck-open relief valve with RCIC inoperable,3.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A441.pdf
Oconee 3,4/19/1975,Condenser circulating water valves fail to open,1.00E-04,https://www.nrc.gov/docs/ML2023/ML20233A669.pdf
Brunswick 2,3/26/1975,LOOP while plant in cold shutdown,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A440.pdf
Browns Ferry 1,3/22/1975,Cable tray fire caused extensive damage and loss of electrical power to safety systems,4.00E-01,https://www.nrc.gov/docs/ML2016/ML20168A437.pdf
Hatch 1,12/8/1974,Both EDGs fail during testing,8.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A552.pdf
Fitzpatrick,2/25/1975,All drywell high pressure switches isolated,4.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A469.pdf
ANO 1,11/24/1974,Reactor trip due to RPS malfunction,1.00E-06,https://www.nrc.gov/docs/ML2016/ML20168A431.pdf
Palisades,10/17/1974,LOOP while plant in hot standby,5.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A590.pdf
Zion 2,10/22/1974,Reactor trip and subsequent loss of power to safeguards train and BIT valve failure,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A747.pdf
Browns Ferry 2,8/23/1974,HPCI valve fails during testing with subsequent failure of the RCIC pump,8.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A438.pdf
Turkey Point 4,4/25/1974,LOOP,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A742.pdf
Turkey Point 3,5/8/1974,Failure of three TDAFW pumps to start during test,3.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A740.pdf
Point Beach 1,4/7/1974,Clogged suction strainers for AFW pumps,3.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A714.pdf
Haddam Neck,1/19/1974,LOOP due to ice storm with failure of EDG SW pump to start,2.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A474.pdf
Surry 1,11/30/1973,RCP shaft failure leads to subsequent reactor trip,9.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A734.pdf
Browns Ferry 1,11/19/1973,RCIC and HPCI fail during startup,3.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A436.pdf
Nine Mile Point 1,11/11/1973,Worker bumps relay causing LOOP while plant was shutdown,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A578.pdf
Browns Ferry 1,11/19/1973,Turbine trip leads to LOOP during testing,3.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A435.pdf
Ginna,10/21/1973,"LOOP, excessive RCS cooldown, and failure of a vital instrument bus",2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A472.pdf
Oyster Creek,9/8/1973,LOOP and subsequent EDG lockout,2.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A585.pdf
Turkey Point 3,7/4/1973,Inadvertent SI leads to reactor trip with subsequent failure of ABT,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A739.pdf
Turkey Point 4,6/18/1973,Reactor trip and subsequent failure of TDAFW pumps to start automatically,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A741.pdf
Oyster Creek,12/29/1972,Reactor trip with multiple valve failures including a stuck-open relief valve,2.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A584.pdf
Maine Yankee,2/2/1973,Charging valves fail to open due to ice binding,4.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A568.pdf
Vermont Yankee,12/17/1972,LOOP and failure of SRV to open,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A744.pdf
La Crosse,8/17/1972,LOOP due to maintenance error,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A567.pdf
Indian Point 1,7/20/1972,LOOP due to grid disturbance,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A561.pdf
Quad Cities 1,6/10/1972,Flooding of turbine building due to circulating water valve failure leading to failed expansion joint,4.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A717.pdf
Palisades,5/17/1972,LOOP while plant in hot standby,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A589.pdf
Big Rock Point,1/25/1972,LOOP due to multiple electrical failures,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A434.pdf
Nine Mile Point 1,12/31/1971,Reactor trip and subsequent overfeeding of the reactor causing some water to enter the main steam lines,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A577.pdf
Dresden 3,12/8/1971,Reactor trip due to loss of feedwater and the failure of feedwater regulating valve to close,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A461.pdf
Millstone 1,10/10/1971,Reactor trip with a stuck open relief valve and failure of TBV failure to close,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A569.pdf
Palisades,9/8/1971,Open electromatic relief valve causes RCS depressurization,1.00E-05,https://www.nrc.gov/docs/ML2016/ML20168A588.pdf
Palisades,9/2/1971,LOOP and EDG output breaker failed to close automatically,6.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A587.pdf
La Crosse,3/24/1971,LOOP due to switchyard fire,2.00E-02,https://www.nrc.gov/docs/ML2016/ML20168A566.pdf
Point Beach 1,4/16/1971,Failure of containment sump isolation valves,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A713.pdf
Robinson,3/8/1971,Failure of both EDGs during testing,1.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A725.pdf
Point Beach 1,2/5/1971,LOOP while plant in hot standby due to ice storm,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A711.pdf
La Crosse,1/20/1971,LOOP,1.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A565.pdf
Point Beach 1,1/12/1971,Failure of containment sump isolation valves,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A712.pdf
Indian Point 1,12/26/1970,LOOP,6.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A560.pdf
Dresden 2,12/4/1970,Reactor trip with operators overfeeding SGs due to instrumentation failure,3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A459.pdf
Dresden 2,6/5/1970,Failure of several MSIVs to close,1.00E-06,https://www.nrc.gov/docs/ML2103/ML21033B096.pdf
Humboldt Bay,7/17/1970,LOOP with subsequent failure of isolation condenser valve,8.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A558.pdf
Dresden 1,4/27/1970,Failure of three of four safety system sensors (primary drum low level scram),3.00E-04,https://www.nrc.gov/docs/ML2016/ML20168A458.pdf
Haddam Neck,7/15/1969,LOOP and subsequent loss of RCP seal cooling/failure,2.00E-03,https://www.nrc.gov/docs/ML2016/ML20168A473.pdf
